"","X","x","y","value","hour"
"4801",4801,121.353467714,31.1347751786,10558,8
"4802",4802,121.361030087641,31.1347751786,11615.1538067249,8
"4803",4803,121.368592461282,31.1347751786,11597.6923285118,8
"4804",4804,121.376154834923,31.1347751786,10618.9999635636,8
"4805",4805,121.383717208564,31.1347751786,8828.00003036307,8
"4806",4806,121.391279582205,31.1347751786,15326.6917302852,8
"4807",4807,121.398841955846,31.1347751786,23709.6153510955,8
"4808",4808,121.406404329487,31.1347751786,24180.3846074039,8
"4809",4809,121.413966703128,31.1347751786,22056.8462509769,8
"4810",4810,121.421529076769,31.1347751786,18905.4616900033,8
"4811",4811,121.42909145041,31.1347751786,15180.8461033346,8
"4812",4812,121.436653824051,31.1347751786,12371.9231134626,8
"4813",4813,121.444216197692,31.1347751786,9791.30771710698,8
"4814",4814,121.451778571333,31.1347751786,7352.99985078104,8
"4815",4815,121.459340944974,31.1347751786,3967.61536165764,8
"4816",4816,121.466903318615,31.1347751786,3497.23071242307,8
"4817",4817,121.474465692256,31.1347751786,5251.38456382891,8
"4818",4818,121.482028065897,31.1347751786,6145.84615081445,8
"4819",4819,121.489590439538,31.1347751786,6718.15384197116,8
"4820",4820,121.497152813179,31.1347751786,6734.92311391739,8
"4821",4821,121.504715186821,31.1347751786,5371.07688608261,8
"4822",4822,121.512277560462,31.1347751786,6812.61540743228,8
"4823",4823,121.519839934103,31.1347751786,7412.15383704078,8
"4824",4824,121.527402307744,31.1347751786,4724.61522970845,8
"4825",4825,121.534964681385,31.1347751786,4750.923088078,8
"4826",4826,121.542527055026,31.1347751786,5490.61537642916,8
"4827",4827,121.550089428667,31.1347751786,6697.99994678162,8
"4828",4828,121.557651802308,31.1347751786,4057.53843467969,8
"4829",4829,121.565214175949,31.1347751786,2682.84614893562,8
"4830",4830,121.57277654959,31.1347751786,2313.23077506113,8
"4831",4831,121.580338923231,31.1347751786,1883.30767481498,8
"4832",4832,121.587901296872,31.1347751786,2115.23078831478,8
"4833",4833,121.595463670513,31.1347751786,2587.00000259376,8
"4834",4834,121.603026044154,31.1347751786,2740.00001089421,8
"4835",4835,121.610588417795,31.1347751786,9729.84663902012,8
"4836",4836,121.618150791436,31.1347751786,13072.3075590717,8
"4837",4837,121.625713165077,31.1347751786,5213.23092911693,8
"4838",4838,121.633275538718,31.1347751786,1986.15378330097,8
"4839",4839,121.640837912359,31.1347751786,1017.15388829403,8
"4840",4840,121.648400286,31.1347751786,2147,8
"4841",4841,121.353467714,31.1410034258513,15328.0000216023,8
"4842",4842,121.361030087641,31.1410034258513,9383.1540894827,8
"4843",4843,121.368592461282,31.1410034258513,10468.7691943532,8
"4844",4844,121.376154834923,31.1410034258513,10372.5384239859,8
"4845",4845,121.383717208564,31.1410034258513,10339.5384580223,8
"4846",4846,121.391279582205,31.1410034258513,16198.1536194564,8
"4847",4847,121.398841955846,31.1410034258513,19264.307638656,8
"4848",4848,121.406404329487,31.1410034258513,34235.8458941093,8
"4849",4849,121.413966703128,31.1410034258513,31188.6159925798,8
"4850",4850,121.421529076769,31.1410034258513,19234.999984506,8
"4851",4851,121.42909145041,31.1410034258513,18172.9999630392,8
"4852",4852,121.436653824051,31.1410034258513,14553.0000624642,8
"4853",4853,121.444216197692,31.1410034258513,11871.0000342178,8
"4854",4854,121.451778571333,31.1410034258513,9931.84601630622,8
